URL,Service Name,Number of Actions
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsopsworksconfigurationmanagement.html,opsworks-cm,19
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsorganizations.html,organizations,55
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsoutposts.html,outposts,28
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awspanorama.html,panorama,36
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awspartnercentralaccountmanagement.html,partnercentral-account-management,3
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awspaymentcryptography.html,payment-cryptography,31
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awspayments.html,payments,7
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsperformanceinsights.html,pi,13
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonpersonalize.html,personalize,79
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonpinpoint.html,mobiletargeting,123
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonpinpointemailservice.html,ses,42
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonpinpointsmsandvoiceservice.html,sms-voice,8
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonpinpointsmsvoicev2.html,sms-voice,69
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonpolly.html,polly,9
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awspricelist.html,pricing,5
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsprivatecaconnectorforactivedirectory.html,pca-connector-ad,25
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsprivatecertificateauthority.html,acm-pca,23
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsproton.html,proton,111
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awspurchaseordersconsole.html,purchase-orders,14
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonq.html,q,7
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonqbusiness.html,qbusiness,61
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonqinconnect.html,wisdom,42
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonqldb.html,qldb,35
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonquicksight.html,quicksight,197
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonrds.html,rds,166
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonrdsdataapi.html,rds-data,6
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonrdsiamauthentication.html,rds-db,1
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsre_postprivate.html,repostspace,11
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsrecyclebin.html,rbin,10
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonredshift.html,redshift,155
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonredshiftdataapi.html,redshift-data,10
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonredshiftserverless.html,redshift-serverless,56
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonrekognition.html,rekognition,76
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsresiliencehub.html,resiliencehub,54
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsresourceaccessmanagerram.html,ram,34
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsresourceexplorer.html,resource-explorer-2,21
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonresourcegrouptaggingapi.html,tag,8
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsresourcegroups.html,resource-groups,24
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonrhelknowledgebaseportal.html,rhelkb,1
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsrobomaker.html,robomaker,57
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonroute53.html,route53,70
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonroute53applicationrecoverycontroller-zonalshift.html,arc-zonal-shift,11
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonroute53domains.html,route53domains,34
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonroute53recoverycluster.html,route53-recovery-cluster,4
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonroute53recoverycontrols.html,route53-recovery-control-config,25
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonroute53recoveryreadiness.html,route53-recovery-readiness,32
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonroute53resolver.html,route53resolver,68
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazons3.html,s3,158
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazons3express.html,s3express,7
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazons3glacier.html,glacier,33
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazons3objectlambda.html,s3-object-lambda,26
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazons3onoutposts.html,s3-outposts,48
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonsagemaker.html,sagemaker,347
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonsagemakergeospatialcapabilities.html,sagemaker-geospatial,19
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonsagemakergroundtruthsynthetic.html,sagemaker-groundtruth-synthetic,12
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awssavingsplans.html,savingsplans,9
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awssecretsmanager.html,secretsmanager,23
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awssecurityhub.html,securityhub,89
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonsecuritylake.html,securitylake,31
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awssecuritytokenservice.html,sts,12
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsservermigrationservice.html,sms,35
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsserverlessapplicationrepository.html,serverlessrepo,15
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsservicecatalog.html,servicecatalog,114
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsserviceprovidingmanagedprivatenetworks.html,private-networks,26
https://docs.aws.amazon.com/service-authorization/latest/reference/list_servicequotas.html,servicequotas,19
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonses.html,ses,71
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsshield.html,shield,36
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awssigner.html,signer,19
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonsimpleemailservicev2.html,ses,92
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonsimpleworkflowservice.html,swf,49
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonsimpledb.html,sdb,10
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awssimspaceweaver.html,simspaceweaver,16
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awssnowdevicemanagement.html,snow-device-management,13
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awssnowball.html,snowball,27
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonsns.html,sns,41
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awssqlworkbench.html,sqlworkbench,70
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonsqs.html,sqs,20
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsstepfunctions.html,states,38
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsstoragegateway.html,storagegateway,91
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awssupplychain.html,scn,15
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awssupport.html,support,25
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awssupportappinslack.html,supportapp,13
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awssupportplans.html,supportplans,4
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awssustainability.html,sustainability,1
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awssystemsmanager.html,ssm,149
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awssystemsmanagerforsap.html,ssm-sap,21
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awssystemsmanagerguiconnect.html,ssm-guiconnect,3
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awssystemsmanagerincidentmanager.html,ssm-incidents,31
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awssystemsmanagerincidentmanagercontacts.html,ssm-contacts,40
https://docs.aws.amazon.com/service-authorization/latest/reference/list_tageditor.html,resource-explorer,3
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awstaxsettings.html,tax,13
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awstelconetworkbuilder.html,tnb,33
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazontextract.html,textract,25
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazontimestream.html,timestream,35
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazontimestreaminfluxdb.html,timestream-influxdb,11
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awstiros.html,tiros,5
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazontranscribe.html,transcribe,49
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awstransferfamily.html,transfer,59
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazontranslate.html,translate,19
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awstrustedadvisor.html,trustedadvisor,51
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsusernotifications.html,notifications,21
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsusernotificationscontacts.html,notifications-contacts,9
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsverifiedaccess.html,verified-access,1
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonverifiedpermissions.html,verifiedpermissions,24
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonvpclattice.html,vpc-lattice,51
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonvpclatticeservices.html,vpc-lattice-svcs,1
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awswaf.html,waf,77
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awswafregional.html,waf-regional,81
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awswafv2.html,wafv2,56
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awswell-architectedtool.html,wellarchitected,70
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awswickr.html,wickr,7
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonworkdocs.html,workdocs,59
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonworklink.html,worklink,34
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonworkmail.html,workmail,135
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonworkmailmessageflow.html,workmailmessageflow,2
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonworkspaces.html,workspaces,74
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonworkspacesapplicationmanager.html,wam,1
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonworkspacesthinclient.html,thinclient,17
https://docs.aws.amazon.com/service-authorization/latest/reference/list_amazonworkspacesweb.html,workspaces-web,58
https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsx-ray.html,xray,33
